bhk,propertytype,location,sqft,pricepersqft,totalprice
2,Flat,Rohini,1276,12308,32500000
3,Flat,Rohini,420,7680,3600000
3,Flat,Rohini,850,19259,6200000
2,Flat,Rohini,1150,15000,24700000
2,Flat,Rohini,400,11333,1500000
2,Flat,Rohini,1350,5679,19000000
2,Flat,Rohini,1100,5778,16000000
3,Flat,Rohini,1200,7143,26000000
2,Flat,Rohini,1200,14444,18000000
3,Flat,Rohini,550,10833,6800000
2,Flat,Rohini,900,18000,16500000
2,Flat,Rohini,356,4923,4500000
3,Flat,Rohini,600,14444,6500000
2,Flat,Rohini,720,2667,8200000
3,Flat,Rohini,810,10436,4600000
3,Flat,Rohini,760,12500,5200000
3,Flat,Rohini,325,10625,2500000
2,Flat,Rohini,1100,10875,26000000
2,House,Rohini,600,10465,6500000
2,House,Rohini,1000,8788,18000000
3,Flat,Rohini,600,8206,3200000
2,Flat,Rohini,700,9121,13000000
3,Flat,Rohini,850,12353,2400000
2,Flat,Rohini,1054,16128,11000000
3,Flat,Rohini,1000,9383,12500000
3,Flat,Rohini,1000,8721,6500000
2,Flat,Rohini,800,11791,8500000
2,Flat,Rohini,1600,3582,17400000
3,Flat,Rohini,800,13932,11000000
2,Flat,Rohini,800,13354,9000000
3,Flat,Rohini,899,16484,7900000
2,Flat,Rohini,1572,32857,12900000
3,Flat,Rohini,1000,10156,10000000
2,Flat,Rohini,800,9554,10500000
3,Flat,Rohini,405,40580,3800000
2,Flat,Rohini,688,10857,6000000
3,House,Rohini,650,18000,2400000
3,Flat,Rohini,1450,16584,24500000
2,Flat,Rohini,1100,8855,23500000
3,Flat,Rohini,610,11889,3500000
3,Flat,Rohini,1650,13182,60000000
2,Flat,Rohini,900,7449,14000000
2,Flat,Rohini,64,18064,15000000
2,Flat,Rohini,1100,16667,17500000
2,Flat,Rohini,1350,2833,16000000
2,House,Rohini,730,8221,5100000
2,Flat,Rohini,600,14999,2750000
2,Flat,Rohini,26,10853,3500000
2,Flat,Rohini,666,16111,13000000
2,Flat,Rohini,44,14143,5000000
2,Flat,Rohini,603,5983,10000000
3,House,Rohini,440,12500,1500000
2,Flat,Rohini,850,4429,10700000
3,Flat,Rohini,950,8978,14500000
3,Flat,Rohini,933,8709,6950000
2,House,Rohini,700,14714,5500000
2,Flat,Rohini,1200,4111,17500000
2,Flat,Rohini,800,5333,15000000
2,Flat,Rohini,600,14930,1700000
3,Flat,Rohini,1034,6143,8500000
2,House,Rohini,855,7984,15500000
2,Flat,Rohini,640,8516,7000000
3,Flat,Rohini,750,19500,14500000
2,House,Rohini,700,5200,9900000
3,Flat,Rohini,585,4478,3500000
2,Flat,Rohini,975,10000,22000000
3,Flat,Rohini,540,10303,1500000
2,Flat,Rohini,900,5500,12500000
3,Flat,Rohini,600,7897,3100000
2,Flat,Rohini,646,6111,5800000
3,Flat,Rohini,1400,11111,20600000
3,Flat,Rohini,450,8462,3700000
2,Flat,Rohini,225,14500,1200000
2,Flat,Rohini,1000,5067,13500000
3,Flat,Rohini,600,11579,4300000
3,Flat,Rohini,900,17037,19500000
2,Flat,Rohini,460,17333,2600000
2,Flat,Rohini,670,7600,3000000
2,Flat,Rohini,1000,15455,10000000
2,Flat,Rohini,495,14167,5100000
3,Flat,Rohini,650,5000,3300000
2,Flat,Rohini,900,2633,5500000
2,Flat,Rohini,675,11818,7500000
2,Flat,Rohini,74,9130,700000
2,Flat,Rohini,600,6193,5500000
3,Flat,Rohini,1000,13913,14500000
2,Flat,Rohini,750,15556,3800000
2,Flat,Rohini,850,4179,11000000
3,Flat,Rohini,1200,13600,12000000
2,Flat,Rohini,800,12500,12700000
2,Flat,Rohini,1350,9924,23000000
2,Flat,Rohini,700,14231,13000000
2,Flat,Rohini,400,14737,3800000
2,Flat,Rohini,1100,12963,17000000
2,Flat,Rohini,1100,8709,17000000
2,Flat,Rohini,1000,11364,15000000
3,Flat,Rohini,1000,9444,5000000
3,House,Rohini,900,8182,10000000
2,House,Rohini,1300,14231,3950000
3,Flat,Rohini,600,13571,3100000
2,Flat,Rohini,1100,90000,13000000
2,Flat,Rohini,1050,17857,10500000
3,Flat,Rohini,1150,12000,16000000
2,Flat,Rohini,810,3393,14000000
2,Flat,Rohini,670,3380,2800000
2,Flat,Rohini,1200,10270,17000000
2,Flat,Rohini,960,9444,12000000
2,Flat,Rohini,650,15714,6500000
2,Flat,Rohini,1100,7700,18500000
3,Flat,Rohini,950,9304,14000000
2,Flat,Rohini,810,10125,10500000
2,Flat,Rohini,1000,11875,12500000
2,Flat,Rohini,900,7222,8500000
2,Flat,Rohini,1000,17391,9000000
3,Flat,Rohini,1250,14958,18500000
2,Flat,Rohini,1400,13333,19000000
2,Flat,Rohini,70,9500,6300000
2,Flat,Rohini,1100,14211,25000000
3,Flat,Rohini,753,14320,20000000
3,Flat,Rohini,753,13429,3600000
2,Flat,Rohini,753,11340,14100000
2,Flat,Rohini,753,13810,9800000
2,Flat,Rohini,753,23214,5000000
3,House,Rohini,753,7166,32500000
3,Flat,Rohini,753,16500,21000000
2,Flat,Rohini,753,10833,5500000
2,Flat,Rohini,753,10123,21000000
2,Flat,Rohini,753,11612,6200000
2,Flat,Rohini,753,6500,6000000
3,House,Rohini,753,4401,5400000
2,Flat,Rohini,753,15833,12500000
3,Flat,Rohini,753,6600,4000000
3,Flat,Rohini,753,12346,6600000
2,Flat,Rohini,753,7927,11500000
2,Flat,Rohini,753,23500,2700000
2,Flat,Rohini,753,4297,6000000
2,Flat,Rohini,753,6253,6400000
3,Flat,Rohini,753,3261,14000000
3,Flat,Rohini,753,7333,3500000
2,Flat,Rohini,753,22000,3050000
2,House,Rohini,753,8051,4500000
3,Flat,Rohini,753,10000,5500000
2,Flat,Rohini,753,12700,5500000
3,Flat,Rohini,753,9091,5100000
3,Flat,Rohini,753,5167,6500000
2,Flat,Rohini,753,15556,3200000
2,Flat,Rohini,753,8571,6000000
2,Flat,Shimla,1095,8767,9600000
2,Flat,Shimla,1039,6824,7090000
2,Flat,Shimla,750,12500,10000000
2,Flat,Shimla,820,8854,8500000
3,Flat,Shimla,1350,8595,14500000
3,Villa,Shimla,2400,22917,55000000
3,House,Shimla,1620,4877,7900000
3,Flat,Shimla,1500,5000,13000000
3,Flat,Shimla,1200,10714,7500000
2,Flat,Shimla,700,5778,7500000
3,Flat,Shimla,1350,7294,7800000
2,Flat,Shimla,750,7571,6200000
3,Flat,Shimla,1020,7222,10600000
2,Flat,Shimla,800,6138,6500000
3,Flat,Shimla,1450,8333,8900000
3,House,Shimla,3600,7500,30000000
2,Flat,Shimla,800,9732,6000000
2,Flat,Shimla,550,4000,5800000
3,Flat,Shimla,1297,6071,9500000
3,Villa,Shimla,1250,22274,22000000
2,Flat,Shimla,1200,9600,3000000
2,Flat,Shimla,800,7000,3200000
3,Flat,Shimla,1400,10100,8500000
3,House,Shimla,5000,11111,95000000
2,Flat,Shimla,1800,3455,15500000
2,Flat,Shimla,750,5833,7200000
2,Flat,Shimla,800,7692,5600000
2,Flat,Shimla,1000,10000,10100000
2,Flat,Shimla,1100,5500,10000000
3,Flat,Shimla,1050,5733,3800000
2,Flat,Shimla,1200,4000,7000000
3,Flat,Shimla,1950,4000,15000000
3,Flat,Shimla,1450,5583,14500000
2,Flat,Shimla,1095,9023,9800000
3,Flat,Shimla,4500,8500,5500000
2,Flat,Shimla,750,6667,4300000
2,House,Shimla,2200,4345,10000000
2,Flat,Shimla,1500,10929,6000000
3,Flat,Shimla,1000,20000,6700000
3,Flat,Shimla,1330,7094,12000000
2,Flat,Shimla,1000,5613,8500000
2,Flat,Shimla,1200,12000,8000000
2,House,Shimla,1200,5000,6300000
3,Flat,Shimla,800,8333,6500000
2,Flat,Shimla,1100,8381,15000000
3,Flat,Shimla,1550,6154,8700000
3,Flat,Shimla,1250,6860,15000000
2,House,Shimla,1500,6400,10000000
3,Flat,Shimla,1550,6333,12500000
2,Flat,Shimla,800,6522,7500000
3,Flat,Shimla,1050,2333,8800000
2,Flat,Shimla,1286,3750,8000000
3,Flat,Shimla,1200,5357,8000000
3,House,Shimla,1035,5833,7100000
2,House,Shimla,700,6857,4800000
3,Flat,Shimla,1500,5250,9500000
3,Flat,Shimla,1150,5455,7500000
2,House,Shimla,1500,5200,3500000
3,Flat,Shimla,1000,5000,4500000
3,House,Shimla,1400,6207,9000000
2,Flat,Shimla,1200,8133,7000000
3,Flat,Shimla,1200,5417,6500000
2,Flat,Shimla,700,6786,4800000
2,Flat,Shimla,800,7353,4200000
3,Flat,Shimla,1100,5140,6000000
2,Flat,Shimla,1250,667,6500000
2,Flat,Shimla,500,5140,2500000
3,Flat,Shimla,1450,5417,9000000
3,Flat,Shimla,1400,5417,12200000
3,Flat,Shimla,1200,9198,6500000
3,Flat,Shimla,1400,4421,9500000
2,Flat,Shimla,1020,4737,7500000
2,Flat,Shimla,1070,10500,5500000
3,Flat,Shimla,1200,11224,800000
2,Flat,Shimla,1070,10500,5500000
3,Flat,Shimla,1200,11224,6500000
3,Flat,Shimla,1200,9023,6500000
3,Flat,Shimla,1201,9375,10000000
2,Flat,Shimla,1201,6221,4200000
2,Flat,Thane,670,7493,10400000
5,Flat,Thane,2722,18090,85399999
1,Flat,Thane,433,15467,4610000
3,Flat,Thane,830,20995,16800000
4,Flat,Thane,2040,7304,57500000
2,Flat,Thane,740,15467,8820000
2,Flat,Thane,565,24400,13000000
3,Flat,Thane,1047,20536,26900000
2,Flat,Thane,688,25148,16399999
3,Flat,Thane,1023,9730,20299999
3,Flat,Thane,903,13125,20299999
2,Flat,Thane,604,14091,10700000
3,Flat,Thane,962,19789,22100000
4,Flat,Thane,1684,15309,35700000
3,Flat,Thane,1137,12222,27200000
4,Villa,Thane,5750,22680,41500000
4,Flat,Thane,2235,22746,52500000
2,Flat,Thane,540,27157,6420000
2,Flat,Thane,782,17755,7420000
3,Flat,Thane,962,15419,18700000
4,Flat,Thane,1684,19900,35700000
1,Flat,Thane,375,6098,3820000
3,Flat,Thane,1313,19231,13600000
3,Flat,Thane,882,23202,20600000
1,Flat,Thane,371,13412,8290000
4,Flat,Thane,1894,15657,38700000
4,Flat,Thane,2040,9293,57500000
3,Flat,Thane,1455,16551,40500000
2,Flat,Thane,760,12714,18100000
1,Flat,Thane,440,19077,4500000
1,Flat,Thane,485,20925,9500000
1,Flat,Thane,400,20632,5900000
3,Flat,Thane,962,16296,18700000
1,Flat,Thane,391,19410,7800000
2,Flat,Thane,735,7789,14700000
4,Flat,Thane,1672,21002,44100000
2,Flat,Thane,666,20730,14600000
2,Flat,Thane,606,10000,6950000
2,Flat,Thane,793,9939,7700000
3,Flat,Thane,940,10600,16200000
1,Flat,Thane,357,15842,9640000
2,Flat,Thane,754,12278,17900000
3,Flat,Thane,1115,16500,22000000
2,Flat,Thane,645,14384,14900000
2,Flat,Thane,500,3182,7500000
4,Flat,Thane,1753,13934,49900000
2,Flat,Thane,625,8300,18300000
1,Flat,Thane,430,4059,11500000
3,Flat,Thane,1300,17333,42500000
2,Flat,Thane,600,17424,9000000
3,Flat,Thane,1174,17588,21000000
2,Flat,Thane,670,17113,15500000
2,Flat,Thane,555,14800,14900000
2,Flat,Thane,702,22222,18800000
1,Flat,Thane,449,10000,4900000
3,Flat,Thane,1123,13025,24800000
2,Flat,Thane,540,4200,11000000
2,Flat,Thane,754,21200,17800000
3,Flat,Thane,934,3205,10800000
4,Flat,Thane,1688,5729,55000000
3,Flat,Thane,1231,12228,28000000
4,Flat,Thane,722,14986,55400000
3,Flat,Thane,1307,13417,34800000
3,Flat,Thane,995,16830,23900000
2,Flat,Thane,750,16034,19900000
3,Flat,Thane,870,18594,7500000
2,Flat,Thane,650,12857,12500000
3,Flat,Thane,1293,15048,30000000
1,Flat,Thane,400,6778,6800000
2,Flat,Thane,887,5210,15500000
2,Flat,Thane,600,18000,9200000
2,Flat,Thane,820,16667,19000000
1,Flat,Thane,404,8174,8900000
2,Flat,Thane,628,2885,12400000
2,Flat,Thane,750,4981,20900000
2,Flat,Thane,868,11250,19600000
3,Flat,Thane,1115,10909,19800000
3,Flat,Thane,983,11806,26700000
2,Flat,Thane,502,12000,6800000
2,Flat,Thane,845,8398,19900000
3,Flat,Thane,1074,14389,23300000
2,Flat,Thane,670,14143,10000000
2,Flat,Thane,558,15625,8200000
3,Flat,Thane,1103,7429,15100000
2,Flat,Thane,783,5238,19800000
1,Flat,Thane,441,5797,9700000
1,Flat,Thane,458,9400,10100000
1,Flat,Thane,476,8155,10500000
1,Flat,Thane,314,5679,1750000
2,Flat,Thane,610,12500,8500000
3,Flat,Thane,1103,8493,14100000
2,Flat,Thane,710,18010,4250000
2,Flat,Thane,530,5105,13000000
2,Flat,Thane,660,21176,11500000
2,Flat,Thane,642,18107,14400000
3,Flat,Thane,894,12353,21000000
2,Flat,Thane,485,22500,8300000
2,Flat,Thane,690,11719,16200000
1,Flat,Thane,459,9556,3800000
2,Flat,Thane,615,15094,16600000
2,Flat,Thane,650,14002,10000000
2,Flat,Thane,650,23333,8740000
2,Flat,Thane,779,4354,15500000
1,Flat,Thane,407,4167,2520000
3,Flat,Thane,1140,2011,31800000
1,Flat,Thane,449,21429,2500000
2,Flat,Thane,665,16615,5500000
3,Flat,Thane,1104,6002,13500000
2,Flat,Thane,565,20303,11000000
2,Flat,Thane,805,7525,17200000
2,Flat,Thane,713,8600,12000000
3,Flat,Thane,990,15079,19000000
3,Villa,Thane,1963,28429,36500000
1,Flat,Thane,395,17800,9000000
2,Flat,Thane,650,17933,15800000
2,Flat,Thane,791,18333,7700000
2,Flat,Thane,600,8441,4170000
1,Flat,Thane,612,5000,13500000
4,Flat,Thane,2235,5916,58400000
2,Flat,Thane,750,8000,11000000
2,Flat,Thane,750,5844,12500000
1,Flat,Thane,575,4353,4700000
1,Flat,Thane,425,4648,1880000
3,Flat,Thane,1120,3680,14500000
2,Flat,Thane,675,6522,5200000
1,Flat,Thane,500,8902,9000000
2,Flat,Thane,509,4685,6000000
2,Flat,Thane,558,23972,8500000
2,Flat,Thane,500,6875,6000000
2,Flat,Thane,600,10990,6500000
4,Villa,Thane,2295,12126,35900000
2,Flat,Thane,530,13580,9900000
3,Flat,Thane,1109,6202,25000000
1,Flat,Thane,457,2666,5200000
2,Flat,Thane,765,7648,5500000
1,Flat,Thane,560,9500,4000000
1,Flat,Thane,450,7053,4700000
1,Flat,Thane,515,4970,4200000
4,Flat,Thane,1837,9091,30600000
2,Flat,Thane,572,3140,6200000
2,Flat,Thane,583,4190,10500000
3,Flat,Thane,876,26429,6800000
2,Flat,Thane,775,21212,6500000
1,Flat,Thane,425,7500,9000000
2,Flat,Thane,856,7473,15500000
2,Flat,Thane,650,16357,10500000
3,Flat,Thane,1000,13200,22500000
2,Flat,Thane,530,13272,10500000
2,Flat,Thane,586,6306,5600000
2,Flat,Thane,530,24621,8000000
2,Flat,Thane,804,13415,15500000
4,Flat,Thane,1490,17895,42000000
3,Flat,Thane,1200,18248,6400000
3,Flat,Thane,1440,25145,6000000
3,Villa,Thane,2800,6456,60000000
1,Flat,Thane,476,13400,10800000
1,Flat,Thane,439,4024,4200000
3,Flat,Thane,1340,12414,33500000
2,Flat,Thane,586,7381,7300000
1,Flat,Thane,450,4553,5850000
1,Flat,Thane,480,3582,9500000
4,Flat,Thane,1700,5600,59700000
1,Flat,Thane,470,4286,10500000
4,Flat,Thane,1800,3333,50500000
3,Flat,Thane,1057,5161,25800000
2,Flat,Thane,835,4077,22000000
1,Flat,Thane,351,20000,5500000
1,Flat,Thane,420,7463,2100000
2,Flat,Thane,575,4933,5650000
2,Flat,Thane,950,10000,4000000
2,Flat,Thane,450,12814,4800000
2,Flat,Thane,492,10556,4500000
2,Flat,Thane,850,5000,3700000
2,Flat,Thane,711,14800,14000000
1,Flat,Thane,550,18557,3100000
2,Flat,Thane,768,4283,4100000
1,Flat,Thane,451,7667,4500000
2,Flat,Thane,1011,6294,9000000
1,Flat,Thane,500,3048,3350000
2,Flat,Thane,671,6848,16900000
2,Flat,Thane,650,17500,5500000
2,Flat,Thane,680,8484,11100000
1,Flat,Thane,450,15238,7700000
2,Flat,Thane,700,11650,11000000
1,Flat,Thane,401,6286,4000000
3,Flat,Thane,1500,15333,49000000
1,Flat,Thane,694,20402,1850000
2,Flat,Thane,759,10892,9200000
1,Flat,Thane,526,25161,5700000
2,Flat,Thane,575,15211,6700000
2,Flat,Thane,845,7391,4200000
2,Flat,Thane,639,13200,5100000
1,Flat,Thane,550,7941,5000000
2,Flat,Thane,702,23000,11000000
1,Flat,Thane,502,13488,4500000
1,Flat,Thane,650,5433,2700000
1,Flat,Thane,716,6667,3000000
2,Flat,Thane,685,27619,18500000
3,Flat,Thane,1200,8000,35000000
1,Flat,Thane,500,20339,4110000
3,Flat,Thane,997,6782,22900000
1,Flat,Thane,700,5736,9900000
3,Flat,Thane,1500,4472,21500000
1,Flat,Thane,421,7818,4200000
3,House,Thane,2800,28358,65000000
3,Flat,Thane,1476,9402,19800000
2,Flat,Thane,780,9076,17000000
2,Flat,Thane,685,12381,12500000
2,Flat,Thane,517,11250,13000000
2,Flat,Thane,515,24511,13000000
3,Flat,Thane,1000,14737,12000000
3,Flat,Thane,876,12478,8600000
1,Flat,Thane,450,6400,6700000
2,Flat,Thane,750,5439,4000000
2,Flat,Thane,590,19830,9000000
2,Flat,Thane,1000,21328,8650000
2,Flat,Thane,550,18269,2800000
1,Flat,Thane,450,8863,3400000
2,Flat,Thane,1005,22500,3600000
1,Flat,Thane,625,2396,3500000
1,Flat,Thane,700,12928,3000000
2,Flat,Thane,700,4516,3000000
2,Flat,Thane,775,21818,4000000
1,Flat,Thane,550,21684,2650000
3,Flat,Thane,1150,13889,25000000
1,Flat,Thane,527,5789,5500000
1,Flat,Thane,750,5417,3700000
1,Flat,Thane,650,6571,6500000
2,Flat,Thane,775,17798,9500000
3,Flat,Thane,1100,12000,5500000
2,Flat,Thane,1492,15938,8000000
3,Villa,Thane,285,7981,2300000
2,Villa,Thane,285,25194,750000
4,Villa,Thane,360,11000,1700000
2,Villa,Thane,180,12581,1500000
3,House,Trichy,1200,4423,5750000
4,House,Trichy,2200,7308,19000000
2,Villa,Trichy,1050,4917,5900000
3,Flat,Trichy,1375,6691,9200000
5,House,Trichy,3700,4453,25000000
2,Flat,Trichy,995,6734,6700000
3,Flat,Trichy,1618,9271,15000000
2,Flat,Trichy,1112,5409,9000000
6,House,Trichy,2200,4071,11900000
2,Flat,Trichy,950,16596,4280000
3,Flat,Trichy,2050,5974,15000000
4,House,Trichy,2109,7602,35000000
3,Flat,Trichy,1251,4500,9200000
3,Flat,Trichy,1305,5775,11000000
2,House,Trichy,870,7143,4500000
3,Flat,Trichy,1390,3654,8200000
2,Flat,Trichy,840,5466,6000000
3,House,Trichy,2500,6071,9500000
2,Flat,Trichy,1037,4414,5670000
4,House,Trichy,2800,6644,17000000
2,Villa,Trichy,525,3829,3200000
2,Flat,Trichy,680,6579,4950000
2,Flat,Trichy,914,1915,3500000
2,Flat,Trichy,912,6667,6000000
2,House,Trichy,1200,4643,4100000
3,Flat,Trichy,1636,4808,10000000
3,Villa,Trichy,2400,4242,13000000
4,House,Trichy,2600,5955,12500000
3,House,Trichy,1650,8333,7000000
2,Flat,Trichy,1006,4891,5990000
2,Flat,Trichy,960,4193,4000000
2,House,Trichy,1500,2083,12500000
6,House,Trichy,4600,5000,22500000
2,Flat,Trichy,568,20833,2700000
3,House,Trichy,1350,5915,9500000
2,House,Trichy,1200,4167,2500000
4,House,Trichy,2600,5714,13000000
3,House,Trichy,2400,7250,50000000
6,House,Trichy,2840,675,16800000
3,Villa,Trichy,1800,5696,7500000
2,Flat,Trichy,900,4583,6000000
2,House,Trichy,1200,5111,8700000
6,House,Trichy,3300,6000,16500000
2,Flat,Trichy,1200,7035,810000
3,House,Trichy,1450,12500,9000000
5,Villa,Trichy,2400,3063,11000000
4,House,Trichy,1350,3873,6900000
2,House,Trichy,1250,4387,7500000
2,Flat,Trichy,924,8500,6500000
3,House,Trichy,4800,2182,60000000
2,House,Trichy,1567,6500,4800000
4,House,Trichy,2840,4167,11000000
3,House,Trichy,1200,5417,6800000
3,Flat,Trichy,1086,6264,11500000
1,House,Trichy,550,7945,1200000
2,House,Trichy,1000,6786,6500000
4,House,Trichy,3600,417,20000000
2,House,Trichy,1100,6471,6500000
2,Flat,Trichy,878,5316,5500000
3,Flat,Trichy,1825,14400,14500000
2,House,Trichy,1400,6250,9500000
1,Flat,Trichy,1200,287838,500000
4,House,Trichy,1700,3930,11000000
2,Flat,Trichy,1505,4000,8000000
1,House,Trichy,2400,6552,18000000
3,Flat,Trichy,1600,5703,9750000
3,Flat,Trichy,100,5277,7500000
3,Flat,Trichy,60,5857,10600000
9,House,Trichy,3690,5417,14500000
2,House,Trichy,1000,6400,4800000
3,Flat,Trichy,1450,3387,9500000
2,House,Trichy,700,2667,4990000
2,House,Trichy,1400,3750,9800000
3,Flat,Trichy,1622,9943,9500000
2,House,Trichy,1200,4714,6500000
4,House,Trichy,2500,2812,16000000
2,Flat,Trichy,1000,5512,4000000
1,Villa,Trichy,1200,2917,3200000
2,House,Trichy,1200,2604,4500000
6,Flat,Trichy,1760,4000,17500000
4,House,Trichy,2100,5867,9900000
6,House,Trichy,3200,9167,9000000
1,Flat,Trichy,635,7500,3500000
3,Flat,Trichy,1200,3917,3500000
5,House,Trichy,9600,5114,25000000
2,House,Trichy,850,6786,4800000
2,Flat,Trichy,784,6000,4600000
1,House,Trichy,600,7167,5500000
4,House,Trichy,1840,4500,15000000
2,House,Trichy,1200,28333,4700000
2,Flat,Trichy,1100,727,9500000
2,Flat,Trichy,980,6905,6000000
5,House,Trichy,3200,281250,40000000
8,House,Trichy,1600,6000,21500000
2,Flat,Trichy,950,5447,4500000
2,Flat,Trichy,40,7699,850000
1,House,Trichy,600,7461,4300000
3,Flat,Trichy,1000,4200,800000
2,House,Trichy,1200,4318,1440000
3,House,Trichy,1200,4709,6500000
3,Flat,Trichy,2050,10417,14500000
2,Flat,Trichy,16,3333,4500000
1,House,Trichy,855,6818,5130000
3,Flat,Trichy,1300,3750,8000000
3,Flat,Trichy,1377,4000,7500000
2,Flat,Trichy,1130,6855,8700000
3,House,Trichy,1524,1100,6500000
2,Flat,Trichy,1000,1667,4200000
2,House,Trichy,1000,3600,9500000
2,House,Trichy,722,168,3400000
3,House,Trichy,1050,4321,12500000
4,House,Trichy,1700,2000,8000000
3,Flat,Trichy,1185,3889,5600000
2,House,Trichy,1100,7083,7500000
2,House,Trichy,1200,6000,4500000
3,Flat,Trichy,1200,5474,9600000
3,House,Trichy,1600,2935,11500000
4,Villa,Trichy,2500,4808,10000000
2,Flat,Trichy,1240,3333,8500000
2,Flat,Trichy,1000,6250,1100000
2,Flat,Trichy,1172,5968,2500000
3,House,Trichy,2500,4000,9000000
1,Flat,Trichy,890,4500,250000
2,Flat,Trichy,780,3500,3500000
4,House,Trichy,4000,4242,14500000
2,House,Trichy,1200,6667,2400000
2,House,Trichy,1500,2833,7000000
2,House,Trichy,2400,5174,17000000
2,Flat,Trichy,760,2941,5400000
2,House,Trichy,950,3651,5200000
4,Flat,Trichy,5,6904,200000
3,Villa,Trichy,255,5513,1789999
2,House,Trichy,4360,5576,14000000
3,House,Trichy,1368,917,8500000
2,House,Trichy,600,7727,2000000
3,Flat,Trichy,1360,1911,8500000
1,Flat,Trichy,620,5882,3700000
5,House,Trichy,5500,11937,22000000
3,House,Trichy,3500,5061,15700000
2,Flat,Trichy,845,4000,5910000
3,Flat,Trichy,1200,4792,4200000
3,House,Trichy,1650,7250,7000000
3,Villa,Trichy,1200,366,8000000
2,Villa,Trichy,800,2568,3400000
2,Flat,Trichy,963,4781,5500000
2,House,Trichy,1700,5769,5000000
2,House,Trichy,1100,5714,4400000
4,House,Trichy,1200,7805,8400000
2,Flat,Trichy,869,5000,6000000
2,Flat,Trichy,1076,3850,6000000
2,House,Trichy,100,8571,5500000
1,Flat,Trichy,21800,5833,20000000
2,Villa,Trichy,1100,4444,8500000
2,Flat,Trichy,802,3733,4400000
2,Flat,Trichy,1570,6932,3000000
2,Villa,Trichy,900,9167,5000000
2,House,Trichy,950,2500,11299999
2,Flat,Trichy,988,8929,5000000
2,House,Trichy,1500,2500,7200000
4,House,Trichy,2400,9524,11500000
4,House,Trichy,1800,4730,14500000
2,Flat,Trichy,613,5000,3100000
1,House,Trichy,2730,5833,1000000
2,House,Trichy,1500,3086,5500000
2,Flat,Trichy,786,3750,3760000
3,House,Trichy,1300,4808,7500000
3,Villa,Trichy,1400,6578,8000000
3,House,Trichy,1850,4592,16000000
2,Flat,Trichy,825,3185,3700000
3,House,Trichy,2688,5333,13400000
4,House,Trichy,1200,3850,8000000
4,House,Trichy,1400,3025,12000000
2,Flat,Trichy,1200,6458,7000000
2,Flat,Trichy,945,5000,4200000
2,House,Trichy,1500,4286,5600000
1,Flat,Trichy,750,5000,5200000
4,Villa,Trichy,2060,6065,16000000
4,Flat,Trichy,1600,6182,16500000
2,Flat,Trichy,700,3699,3000000
2,House,Trichy,1400,4035,12500000
3,House,Trichy,2000,4154,5000000
3,House,Trichy,2100,7647,20000000
3,Flat,Trichy,1400,4727,7000000
1,House,Trichy,700,6335,6000000
2,House,Trichy,1200,8088,7000000
2,Flat,Trichy,810,7292,2500000
6,House,Trichy,4000,3429,15000000
2,Flat,Trichy,930,4655,5000000
2,Flat,Trichy,1353,3333,8900000
2,Flat,Trichy,980,8750,4500000
1,Flat,Trichy,488,7027,2000000
1,Flat,Trichy,350,1852,1500000
3,House,Trichy,3000,7895,16000000
4,House,Trichy,1800,3590,8000000
2,House,Trichy,1250,5929,3600000
2,Flat,Trichy,1084,3300,7000000
2,Flat,Trichy,536,18000,1500000
3,House,Trichy,1700,2000,8500000
2,House,Trichy,1620,2846,6000000
3,Flat,Trichy,1500,800,7500000
2,Flat,Trichy,742,6250,4500000
3,House,Trichy,1100,3293,6800000
3,Villa,Trichy,12,4211,9200000
3,Flat,Trichy,1230,2219,4550000
1,Flat,Trichy,570,2800,2300000
2,House,Trichy,1240,5775,5400000
2,Flat,Trichy,850,1000,6500000
3,Villa,Trichy,1235,4348,7800000
3,Flat,Trichy,1326,4724,8400000
4,House,Trichy,680,3941,5500000
2,House,Trichy,900,2625,17500000
3,Flat,Trichy,1224,5200,9500000
2,House,Trichy,2450,6576,8400000
2,Flat,Trichy,1127,4365,5600000
2,House,Trichy,1000,3986,6000000
2,House,Trichy,800,4000,7000000
2,Flat,Trichy,930,11000,6500000
2,House,Trichy,2700,4857,5000000
2,Flat,Trichy,950,4932,7500000
2,Flat,Trichy,975,1000,3500000
3,House,Trichy,1872,2308,11100000
2,Flat,Trichy,850,8636,3300000
5,House,Trichy,1100,4286,19800000
2,Flat,Trichy,800,4571,1600000
2,Villa,Trichy,896,2727,2550000
2,Villa,Trichy,200,5195,960000
2,Flat,Trichy,800,7590,5000000
3,House,Trichy,1172,4000,6000000
2,House,Trichy,950,684,4000000
3,House,Trichy,3200,6094,7100000
3,House,Trichy,1250,6190,3500000
3,Flat,Trichy,1300,5000,8200000
1,House,Trichy,799284,3878,800000
2,Flat,Trichy,805,8438,3500000
3,Flat,Trichy,1270,3859,6000000
2,House,Trichy,850,3231,3350000
2,House,Trichy,800,6729,2100000
2,Flat,Trichy,972,4289,5200000
2,Flat,Trichy,1034,10000,6800000
2,House,Trichy,1031,2000,4500000
2,House,Trichy,1080,4778,5500000
3,House,Trichy,1500,4752,6000000
2,Villa,Trichy,1000,6075,11000000
2,Flat,Trichy,700,7300,3400000
2,Flat,Trichy,730,4025,3600000
2,House,Trichy,6000,85,6000000
1,House,Trichy,650,6775,1500000
3,Flat,Trichy,950,3417,9500000
